file_path,file_name,file_id,label,kfold
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10034.jpg,cat.10034.jpg,10034,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10035.jpg,cat.10035.jpg,10035,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10036.jpg,cat.10036.jpg,10036,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10037.jpg,cat.10037.jpg,10037,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10038.jpg,cat.10038.jpg,10038,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10039.jpg,cat.10039.jpg,10039,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1004.jpg,cat.1004.jpg,1004,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10040.jpg,cat.10040.jpg,10040,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10041.jpg,cat.10041.jpg,10041,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10042.jpg,cat.10042.jpg,10042,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10043.jpg,cat.10043.jpg,10043,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10044.jpg,cat.10044.jpg,10044,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10045.jpg,cat.10045.jpg,10045,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10046.jpg,cat.10046.jpg,10046,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10047.jpg,cat.10047.jpg,10047,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10048.jpg,cat.10048.jpg,10048,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10049.jpg,cat.10049.jpg,10049,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1005.jpg,cat.1005.jpg,1005,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10050.jpg,cat.10050.jpg,10050,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10051.jpg,cat.10051.jpg,10051,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10052.jpg,cat.10052.jpg,10052,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10053.jpg,cat.10053.jpg,10053,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10054.jpg,cat.10054.jpg,10054,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10055.jpg,cat.10055.jpg,10055,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10056.jpg,cat.10056.jpg,10056,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10057.jpg,cat.10057.jpg,10057,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10058.jpg,cat.10058.jpg,10058,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10059.jpg,cat.10059.jpg,10059,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1006.jpg,cat.1006.jpg,1006,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10060.jpg,cat.10060.jpg,10060,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10061.jpg,cat.10061.jpg,10061,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10062.jpg,cat.10062.jpg,10062,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10063.jpg,cat.10063.jpg,10063,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10064.jpg,cat.10064.jpg,10064,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10065.jpg,cat.10065.jpg,10065,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10066.jpg,cat.10066.jpg,10066,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10067.jpg,cat.10067.jpg,10067,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10068.jpg,cat.10068.jpg,10068,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10069.jpg,cat.10069.jpg,10069,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1007.jpg,cat.1007.jpg,1007,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10070.jpg,cat.10070.jpg,10070,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10071.jpg,cat.10071.jpg,10071,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10072.jpg,cat.10072.jpg,10072,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10073.jpg,cat.10073.jpg,10073,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10074.jpg,cat.10074.jpg,10074,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10075.jpg,cat.10075.jpg,10075,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10076.jpg,cat.10076.jpg,10076,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10077.jpg,cat.10077.jpg,10077,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10078.jpg,cat.10078.jpg,10078,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10079.jpg,cat.10079.jpg,10079,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1008.jpg,cat.1008.jpg,1008,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10080.jpg,cat.10080.jpg,10080,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10081.jpg,cat.10081.jpg,10081,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10082.jpg,cat.10082.jpg,10082,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10083.jpg,cat.10083.jpg,10083,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10084.jpg,cat.10084.jpg,10084,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10085.jpg,cat.10085.jpg,10085,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10086.jpg,cat.10086.jpg,10086,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10087.jpg,cat.10087.jpg,10087,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10088.jpg,cat.10088.jpg,10088,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10089.jpg,cat.10089.jpg,10089,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1009.jpg,cat.1009.jpg,1009,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10090.jpg,cat.10090.jpg,10090,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10091.jpg,cat.10091.jpg,10091,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10092.jpg,cat.10092.jpg,10092,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10093.jpg,cat.10093.jpg,10093,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10094.jpg,cat.10094.jpg,10094,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10095.jpg,cat.10095.jpg,10095,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10096.jpg,cat.10096.jpg,10096,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10097.jpg,cat.10097.jpg,10097,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10098.jpg,cat.10098.jpg,10098,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10099.jpg,cat.10099.jpg,10099,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.101.jpg,cat.101.jpg,101,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1010.jpg,cat.1010.jpg,1010,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10100.jpg,cat.10100.jpg,10100,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10101.jpg,cat.10101.jpg,10101,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10102.jpg,cat.10102.jpg,10102,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10103.jpg,cat.10103.jpg,10103,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10104.jpg,cat.10104.jpg,10104,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10105.jpg,cat.10105.jpg,10105,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10106.jpg,cat.10106.jpg,10106,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10107.jpg,cat.10107.jpg,10107,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10108.jpg,cat.10108.jpg,10108,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10109.jpg,cat.10109.jpg,10109,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1011.jpg,cat.1011.jpg,1011,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10110.jpg,cat.10110.jpg,10110,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10111.jpg,cat.10111.jpg,10111,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10112.jpg,cat.10112.jpg,10112,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10113.jpg,cat.10113.jpg,10113,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10114.jpg,cat.10114.jpg,10114,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10115.jpg,cat.10115.jpg,10115,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10116.jpg,cat.10116.jpg,10116,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10117.jpg,cat.10117.jpg,10117,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10118.jpg,cat.10118.jpg,10118,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10119.jpg,cat.10119.jpg,10119,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1012.jpg,cat.1012.jpg,1012,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10120.jpg,cat.10120.jpg,10120,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10121.jpg,cat.10121.jpg,10121,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10122.jpg,cat.10122.jpg,10122,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10123.jpg,cat.10123.jpg,10123,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10124.jpg,cat.10124.jpg,10124,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10125.jpg,cat.10125.jpg,10125,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10126.jpg,cat.10126.jpg,10126,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10127.jpg,cat.10127.jpg,10127,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10128.jpg,cat.10128.jpg,10128,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10129.jpg,cat.10129.jpg,10129,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1013.jpg,cat.1013.jpg,1013,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10130.jpg,cat.10130.jpg,10130,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10131.jpg,cat.10131.jpg,10131,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10132.jpg,cat.10132.jpg,10132,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10133.jpg,cat.10133.jpg,10133,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10134.jpg,cat.10134.jpg,10134,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10135.jpg,cat.10135.jpg,10135,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10136.jpg,cat.10136.jpg,10136,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10137.jpg,cat.10137.jpg,10137,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10138.jpg,cat.10138.jpg,10138,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10139.jpg,cat.10139.jpg,10139,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1014.jpg,cat.1014.jpg,1014,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10140.jpg,cat.10140.jpg,10140,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10141.jpg,cat.10141.jpg,10141,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10142.jpg,cat.10142.jpg,10142,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10143.jpg,cat.10143.jpg,10143,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10144.jpg,cat.10144.jpg,10144,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10145.jpg,cat.10145.jpg,10145,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10146.jpg,cat.10146.jpg,10146,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10147.jpg,cat.10147.jpg,10147,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10148.jpg,cat.10148.jpg,10148,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10149.jpg,cat.10149.jpg,10149,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1015.jpg,cat.1015.jpg,1015,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10150.jpg,cat.10150.jpg,10150,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10151.jpg,cat.10151.jpg,10151,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10152.jpg,cat.10152.jpg,10152,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10153.jpg,cat.10153.jpg,10153,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10154.jpg,cat.10154.jpg,10154,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10155.jpg,cat.10155.jpg,10155,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10156.jpg,cat.10156.jpg,10156,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10157.jpg,cat.10157.jpg,10157,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10158.jpg,cat.10158.jpg,10158,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10159.jpg,cat.10159.jpg,10159,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1016.jpg,cat.1016.jpg,1016,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10160.jpg,cat.10160.jpg,10160,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10161.jpg,cat.10161.jpg,10161,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10162.jpg,cat.10162.jpg,10162,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10163.jpg,cat.10163.jpg,10163,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10164.jpg,cat.10164.jpg,10164,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10165.jpg,cat.10165.jpg,10165,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10166.jpg,cat.10166.jpg,10166,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10167.jpg,cat.10167.jpg,10167,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10168.jpg,cat.10168.jpg,10168,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10169.jpg,cat.10169.jpg,10169,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1017.jpg,cat.1017.jpg,1017,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10170.jpg,cat.10170.jpg,10170,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10171.jpg,cat.10171.jpg,10171,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10172.jpg,cat.10172.jpg,10172,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10173.jpg,cat.10173.jpg,10173,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10174.jpg,cat.10174.jpg,10174,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10175.jpg,cat.10175.jpg,10175,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10176.jpg,cat.10176.jpg,10176,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10177.jpg,cat.10177.jpg,10177,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10178.jpg,cat.10178.jpg,10178,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10179.jpg,cat.10179.jpg,10179,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1018.jpg,cat.1018.jpg,1018,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10180.jpg,cat.10180.jpg,10180,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10181.jpg,cat.10181.jpg,10181,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10182.jpg,cat.10182.jpg,10182,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10183.jpg,cat.10183.jpg,10183,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10184.jpg,cat.10184.jpg,10184,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10185.jpg,cat.10185.jpg,10185,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10186.jpg,cat.10186.jpg,10186,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10187.jpg,cat.10187.jpg,10187,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10188.jpg,cat.10188.jpg,10188,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10189.jpg,cat.10189.jpg,10189,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1019.jpg,cat.1019.jpg,1019,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10190.jpg,cat.10190.jpg,10190,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10191.jpg,cat.10191.jpg,10191,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10192.jpg,cat.10192.jpg,10192,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10193.jpg,cat.10193.jpg,10193,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10194.jpg,cat.10194.jpg,10194,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10195.jpg,cat.10195.jpg,10195,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10196.jpg,cat.10196.jpg,10196,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10197.jpg,cat.10197.jpg,10197,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10198.jpg,cat.10198.jpg,10198,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10199.jpg,cat.10199.jpg,10199,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.102.jpg,cat.102.jpg,102,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.1020.jpg,cat.1020.jpg,1020,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10200.jpg,cat.10200.jpg,10200,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.10201.jpg,cat.10201.jpg,10201,0,2
